Radius (cm)		Pressure (dyne/cm^2)		Mass (M☉)		Density (g/cm^3)
2.00000000e+03		1.75949038e+33		7.53982237e+24		2.25000000e+14		 
4.00000000e+03		1.75942000e+33		6.22030509e+25		2.24996770e+14		 
6.00000000e+03		1.75928365e+33		2.07340205e+26		2.24990513e+14		 
8.00000000e+03		1.75908594e+33		4.88180443e+26		2.24981439e+14		 
1.00000000e+04		1.75882811e+33		9.49943280e+26		2.24969607e+14		 
1.20000000e+04		1.75851072e+33		1.63783533e+27		2.24955041e+14		 
1.40000000e+04		1.75813409e+33		2.59704704e+27		2.24937757e+14		 
1.60000000e+04		1.75769843e+33		3.87274946e+27		2.24917763e+14		 
1.80000000e+04		1.75720386e+33		5.51009100e+27		2.24895067e+14		 
2.00000000e+04		1.75665051e+33		7.55419418e+27		2.24869672e+14		 
2.20000000e+04		1.75603847e+33		1.00501524e+28		2.24841584e+14		 
2.40000000e+04		1.75536780e+33		1.30430267e+28		2.24810806e+14		 
2.60000000e+04		1.75463859e+33		1.65778427e+28		2.24777340e+14		 
2.80000000e+04		1.75385090e+33		2.06995871e+28		2.24741192e+14		 
3.00000000e+04		1.75300480e+33		2.54532045e+28		2.24702362e+14		 
3.20000000e+04		1.75210035e+33		3.08835946e+28		2.24660855e+14		 
3.40000000e+04		1.75113762e+33		3.70356086e+28		2.24616673e+14		 
3.60000000e+04		1.75011667e+33		4.39540460e+28		2.24569819e+14		 
3.80000000e+04		1.74903758e+33		5.16836516e+28		2.24520297e+14		 
4.00000000e+04		1.74790040e+33		6.02691124e+28		2.24468109e+14		 
4.20000000e+04		1.74670522e+33		6.97550541e+28		2.24413260e+14		 
4.40000000e+04		1.74545210e+33		8.01860383e+28		2.24355751e+14		 
4.60000000e+04		1.74414112e+33		9.16065591e+28		2.24295588e+14		 
4.80000000e+04		1.74277237e+33		1.04061040e+29		2.24232772e+14		 
5.00000000e+04		1.74134591e+33		1.17593831e+29		2.24167309e+14		 
5.20000000e+04		1.73986184e+33		1.32249205e+29		2.24099201e+14		 
5.40000000e+04		1.73832024e+33		1.48071355e+29		2.24028454e+14		 
5.60000000e+04		1.73672120e+33		1.65104392e+29		2.23955070e+14		 
5.80000000e+04		1.73506481e+33		1.83392339e+29		2.23879055e+14		 
6.00000000e+04		1.73335118e+33		2.02979132e+29		2.23800412e+14		 
6.20000000e+04		1.73158038e+33		2.23908613e+29		2.23719146e+14		 
6.40000000e+04		1.72975254e+33		2.46224529e+29		2.23635262e+14		 
6.60000000e+04		1.72786775e+33		2.69970530e+29		2.23548765e+14		 
6.80000000e+04		1.72592611e+33		2.95190163e+29		2.23459659e+14		 
7.00000000e+04		1.72392775e+33		3.21926872e+29		2.23367949e+14		 
7.20000000e+04		1.72187276e+33		3.50223993e+29		2.23273641e+14		 
7.40000000e+04		1.71976127e+33		3.80124751e+29		2.23176740e+14		 
7.60000000e+04		1.71759340e+33		4.11672260e+29		2.23077252e+14		 
7.80000000e+04		1.71536927e+33		4.44909515e+29		2.22975181e+14		 
8.00000000e+04		1.71308900e+33		4.79879394e+29		2.22870534e+14		 
8.20000000e+04		1.71075271e+33		5.16624652e+29		2.22763317e+14		 
8.40000000e+04		1.70836055e+33		5.55187918e+29		2.22653535e+14		 
8.60000000e+04		1.70591264e+33		5.95611695e+29		2.22541195e+14		 
8.80000000e+04		1.70340912e+33		6.37938355e+29		2.22426302e+14		 
9.00000000e+04		1.70085013e+33		6.82210136e+29		2.22308865e+14		 
9.20000000e+04		1.69823582e+33		7.28469139e+29		2.22188887e+14		 
9.40000000e+04		1.69556632e+33		7.76757327e+29		2.22066378e+14		 
9.60000000e+04		1.69284178e+33		8.27116521e+29		2.21941343e+14		 
9.80000000e+04		1.69006236e+33		8.79588395e+29		2.21813789e+14		 
1.00000000e+05		1.68722820e+33		9.34214479e+29		2.21683723e+14		 
1.02000000e+05		1.68433948e+33		9.91036150e+29		2.21551152e+14		 
1.04000000e+05		1.68139633e+33		1.05009463e+30		2.21416085e+14		 
1.06000000e+05		1.67839893e+33		1.11143100e+30		2.21278527e+14		 
1.08000000e+05		1.67534745e+33		1.17508616e+30		2.21138488e+14		 
1.10000000e+05		1.67224211e+33		1.24109934e+30		2.20985461e+14		 
1.12000000e+05		1.66908319e+33		1.30950907e+30		2.20828626e+14		 
1.14000000e+05		1.66587089e+33		1.38035533e+30		2.20669141e+14		 
1.16000000e+05		1.66260539e+33		1.45367804e+30		2.20507014e+14		 
1.18000000e+05		1.65928689e+33		1.52951691e+30		2.20342256e+14		 
1.20000000e+05		1.65591559e+33		1.60791149e+30		2.20174877e+14		 
1.22000000e+05		1.65249170e+33		1.68890112e+30		2.20004886e+14		 
1.24000000e+05		1.64901540e+33		1.77252497e+30		2.19832294e+14		 
1.26000000e+05		1.64548692e+33		1.85882200e+30		2.19657111e+14		 
1.28000000e+05		1.64190645e+33		1.94783096e+30		2.19479346e+14		 
1.30000000e+05		1.63827421e+33		2.03959042e+30		2.19299012e+14		 
1.32000000e+05		1.63459041e+33		2.13413875e+30		2.19116117e+14		 
1.34000000e+05		1.63085527e+33		2.23151409e+30		2.18930674e+14		 
1.36000000e+05		1.62706900e+33		2.33175440e+30		2.18742692e+14		 
1.38000000e+05		1.62323183e+33		2.43489741e+30		2.18552183e+14		 
1.40000000e+05		1.61934398e+33		2.54098064e+30		2.18359158e+14		 
1.42000000e+05		1.61540568e+33		2.65004141e+30		2.18163628e+14		 
1.44000000e+05		1.61141715e+33		2.76211680e+30		2.17965604e+14		 
1.46000000e+05		1.60737863e+33		2.87724369e+30		2.17765098e+14		 
1.48000000e+05		1.60329034e+33		2.99545873e+30		2.17562121e+14		 
1.50000000e+05		1.59915253e+33		3.11679834e+30		2.17356686e+14		 
1.52000000e+05		1.59496543e+33		3.24129872e+30		2.17148803e+14		 
1.54000000e+05		1.59072928e+33		3.36899585e+30		2.16938486e+14		 
1.56000000e+05		1.58644433e+33		3.49992546e+30		2.16725745e+14		 
1.58000000e+05		1.58211081e+33		3.63412306e+30		2.16510593e+14		 
1.60000000e+05		1.57772898e+33		3.77162393e+30		2.16293043e+14		 
1.62000000e+05		1.57329909e+33		3.91246309e+30		2.16073106e+14		 
